session_id,target
1,0.0028684675120137903
2,3.4718332293588355e-10
3,7.691184191870795e-10
4,1.8764535856216367e-06
5,2.4186489829931958e-05
6,0.00023456933277777608
7,0.0007597843259188388
8,0.0002582809178579438
9,0.001541767020943683
10,0.0679068870108585
11,1.6326171409941802e-05
12,0.00011018153153072978
13,0.00029111974608344974
14,0.33922171076865026
15,0.0001032648947200166
16,0.0014225243089001258
17,0.00803025083518547
18,8.674178768296108e-05
19,0.0005578585084919245
20,1.034687001599104e-08
21,0.033530936984520254
22,1.556341719384458e-07
23,0.0001056929819843768
24,0.0012673179637100692
25,0.05810266065623886
26,3.452948370951511e-07
27,0.0019948139674847323
28,1.5665699155023951e-06
29,0.010082737601274563
30,5.1574069561778095e-05
31,0.004805284436144273
32,0.025796174459148117
33,0.0006383664155005433
34,1.4482301133782155e-07
35,0.0025016990706052847
36,0.0001463099999093396
37,1.3826998687578353e-07
38,3.426969554460457e-09
39,5.1574069561778095e-05
40,4.152098064728607e-05
41,0.0005516239975011737
42,0.0003574926066789001
43,1.703345095179817e-05
44,1.3613367589094414e-05
45,0.07139898901239054
46,2.705100375220497e-06
47,0.009927179104119457
48,0.00045905053749536963
49,6.670022002138893e-05
50,6.288083716889333e-05
51,1.3701753643403946e-07
52,4.153166208422793e-05
53,0.008932479368095925
54,8.109826655510344e-05
55,0.00012600106984208452
56,0.003964181857211014
57,4.453403808621846e-06
58,8.994970840563233e-05
59,1.0431771308437618e-06
60,7.000443917374813e-06
61,4.236297619365226e-05
62,0.0014400340062847136
63,1.4671386361751263e-05
64,0.0005654529552341938
65,4.632716490081276e-07
66,9.345104653826147e-09
67,0.0005665609718355648
68,0.0002683579675910348
69,0.05202635236239625
70,0.000164407075545326
71,0.00013651835541141208
72,1.0318473233241956e-06
73,0.025306678631625605
74,3.4718332293588355e-10
75,9.640096245429288e-05
76,0.0008006189547581215
77,0.00031372579161002183
78,0.0015577683315500018
79,3.0231167744979967e-05
80,0.00016422338132990896
81,0.00012959772877218053
82,4.4736786881688294e-05
83,7.836418380134413e-07
84,0.08202098268659536
85,1.5804266696721087e-05
86,4.1927214452664304e-08
87,0.001283961907353754
88,0.00044603954541868636
89,0.00036758033838129846
90,0.03647453951637016
91,0.00011882348114727923
92,1.37799724497272e-05
93,0.02648024826025947
94,0.0016758554490309972
95,0.026333153459845823
96,1.969393437879323e-09
97,0.0003575926163088495
98,8.176571670984847e-05
99,6.395544161553095e-05
100,3.7178129083174714e-05
101,0.0004510591335302004
102,0.02466734094066942
103,0.0037741609532254833
104,0.004686688397988216
105,6.038020970465487e-06
106,0.0010050268303348016
107,0.0005982286340493968
108,1.3311789354334368e-05
109,6.878674415648805e-05
110,3.159981168947352e-05
111,0.0002305888870669882
112,8.545015350440684e-07
113,0.013356042928399498
114,3.962784819804253e-05
115,0.000434052970638045
116,0.0005421976416056747
117,0.002758183439430176
118,0.0028887402483920915
119,0.004757122572313093
120,9.274511486069941e-05
121,4.1164545396501095e-05
122,5.1574069561778095e-05
123,0.0007060706518256826
124,8.848131223222815e-06
125,0.0003090336730419203
126,1.9923424463493317e-08
127,4.187776651047823e-08
128,0.00044064158431334627
129,0.002899230161148023
130,0.000972261103326588
131,0.004760157718113
132,0.0007039085977966623
133,0.0010383330035762049
134,2.0536583710579937e-05
135,5.641308204182971e-06
136,0.0005654529552341938
137,0.0005038725466704029
138,0.001186474298584949
139,1.0775567730578978e-07
140,0.001147183010623004
141,3.3132638980157305e-10
142,0.00033930688978490086
143,0.0009218476894758283
144,0.0009302916677155436
145,3.323444058994363e-10
146,0.006560419101785409
147,0.000618703714433688
148,0.0007053056892466973
149,0.0006228763949887721
150,0.04787876384566196
151,5.278565041080642e-06
152,0.03151617229408869
153,0.0016814253323671265
154,0.002313876671042591
155,2.67122491139574e-05
156,4.1042158864210216e-05
157,0.0002049289476257937
158,0.0005654529552341938
159,2.7921483453256992e-08
160,5.1574069561778095e-05
161,0.001064576406315533
162,5.012649929690588e-05
163,2.4108112823317383e-05
164,0.0008111392256299422
165,5.368969560574527e-07
166,6.991760027922032e-05
167,0.009851724138515311
168,0.0006228763949887721
169,0.00048575210175964985
170,0.00013308294350130472
171,0.0008962064438426518
172,0.00010542759834871506
173,0.00015244502474471696
174,0.0002648341970940048
175,0.09307114158622368
176,0.000785065802754727
177,0.005362836858281076
178,1.4655401781007763e-07
179,2.9939657278283472e-05
180,0.0002288024206706415
181,0.00019521746098359662
182,0.03320506261084952
183,0.00019201322693253916
184,5.102455886011453e-07
185,0.0006023261539345136
186,2.7853851121100785e-05
187,7.534335119051046e-06
188,3.553218037066841e-08
189,0.0010961467589746538
190,1.242331045318863e-05
191,0.0004656670779455236
192,0.00046065157988887316
193,0.0008387184976724926
194,0.02202606980763989
195,0.0003000626523251697
196,3.939021907824438e-10
197,0.0006475861057331872
198,0.0018396607949574038
199,0.0009312179150530354
200,1.1072745984217038e-06
201,2.7648310617659364e-06
202,0.015830946473876985
203,1.9923424463493317e-08
204,0.0024366232206449205
205,0.0031616603218558364
206,8.040047895552018e-09
207,0.00021677547451086265
208,0.02905847793488029
209,1.580120579338101e-05
210,0.0037122550572591634
211,0.00023821496301581395
212,0.0031810979203637144
213,4.108022332981917e-05
214,0.008123298478099889
215,0.018125954061053502
216,0.0012886424373464444
217,0.007730197162273574
218,0.00048575210175964985
219,0.002697991635718142
220,0.0018251364969594063
221,0.0016170535261633744
222,0.00025398788638627965
223,0.03203120530086249
224,0.0004500200561244219
225,0.010265060404764822
226,0.0027051183945870985
227,0.0015550379514384972
228,4.257657796537574e-05
229,0.00020649620745311268
230,0.000264483756112435
231,6.063936330891791e-06
232,4.6077793112250245e-05
233,8.932376793547203e-05
234,0.0008052665468409589
235,2.3113971604296656e-05
236,0.0034906675258695266
237,0.0010015626960560126
238,0.0005687160728624057
239,5.1574069561778095e-05
240,0.004040649525101781
241,5.102455886011453e-07
242,2.5448799084787994e-07
243,7.947101243195794e-08
244,8.638968204617972e-05
245,0.00015512902381996
246,3.924769519482034e-06
247,0.033070453594872096
248,0.0002888702916036747
249,1.3794918796635497e-06
250,5.267322038348074e-05
251,0.024248223431443366
252,0.0001812603504584047
253,2.7258539062863638e-05
254,0.010265060404764822
255,0.0011188863039713556
256,3.5747223037739674e-09
257,0.003605261390867322
258,0.0011994165124637173
259,0.0019734760802330308
260,0.005400044221348294
261,0.00010085750131691655
262,0.02905847793488029
263,0.00021845719437725423
264,0.0006228763949887721
265,0.0010772777370899951
266,2.3699262538176784e-05
267,8.742984243556118e-12
268,1.1020818718297126e-06
269,7.637566662569651e-05
